Nawisko aktualne,Liczba
DEFERT,8
DEGANI,8
DEGENHARDT,8
DEHAMCHI,8
DEHRING,8
DEI,8
DEJDO,8
DEJON,8
DEKANADZE,8
DEKIN,8
DEL PONTI,8
DELANEY,8
DELEST,8
DELIU,8
DELKIEWICZ,8
DEŁĘGOWSKI,8
DEMBINNY,8
DEMBLEWSKI,8
DEMCHYNA,8
DEMENCHUK,8
DEMIANICZ,8
DEMIANOVSKYI,8
DEMIANOVYCH,8
DEMINIUK,8
DEMIRSKI,8
DEMIRTAŞ,8
DEMNICKI,8
DENCER,8
DENESIAK,8
DENKOWICZ,8
DEPKIEWICZ,8
DERBACZ,8
DERDZINSKI,8
DEREBAS,8
DEREĆ,8
DERENIEWSKI,8
DERENTOWICZ,8
DEREVENCHUK,8
DEREVYANKO,8
DEREWNICKI,8
DERĘGIEWICZ,8
DERHACH,8
DERKACHOV,8
DERNICKI,8
DERPAK,8
DERSZKA,8
DERUNIEC,8
DESCHER,8
DESIATSKYI,8
DESPUD,8
DESZERT-KŁOSOWSKI,8
DEUBEL,8
DEUTRYK,8
DEŻYŃSKI,8
DĘS,8
DĘST,8
DGEBUADZE,8
DHOUIB,8
DHUNGANA,8
DI CARLO,8
DIAKONENKO,8
DIAKONOWICZ,8
DIAKONÓW,8
DIAMAND,8
DIB,8
DIBICH,8
DICKTI,8
DIDAEV,8
DIDLUCH,8
DIEDEK,8
DIEDIK,8
DIEDUKH,8
DIERSZKE,8
DIEZEK,8
DIFFENBACH,8
DIHM,8
DILBER,8
DIMITRIJEVIĆ,8
DINH VAN,8
DINH XUAN,8
DINNEBIER,8
DINST,8
DINTNER,8
DIOBOŁEK,8
DISING,8
DISZER,8
DIUMIN,8
DJACZUK,8
DJAKON,8
DJAKÓW,8
DJAS,8
DJEBAILI,8
DLUGOSH,8
DŁUGOŁĘSKI,8
DŁYTEK,8
DMUKH,8
DMYTROW,8
DNISTRIAN,8
DOAN VAN,8
DOBIASZEWSKI,8
DOBIELECKI,8
DOBIEŃSKI,8
DOBIEŻYN,8
DOBRANOWICZ,8
DOBRECK,8
DOBRECKI,8
DOBRIAŃSKI,8
DOBRINDT,8
DOBRODII,8
DOBROTOWSKI,8
DOBRUDZKI,8
DOBRYŃ,8
DOBUL,8
DOCZEKAŁA,8
DOD,8
DODUKH,8
DOEHRING,8
DOETTLAFF,8
DOGINACZ,8
DOJTROWSKI,8
DOLEŻY,8
DOLHYKH,8
DOLINKA,8
DOLINKO,8
DOLISHNII,8
DOLLMANN,8
DOLMAT,8
DOŁASZEWSKI,8
DOŁGOPOŁY,8
DOŁGOW,8
DOŁKIEWICZ,8
DOŁYŃSKYJ,8
DOMANEK,8
DOMAREDZKI,8
DOMBAJ,8
DOMBROW,8
DOMCZEWSKI,8
DOMER,8
DOMINIAK-GÓRSKI,8
DOMIRECKI,8
DOMISCH,8
DOMOSTOWICZ,8
DOMRAT,8
DOMSTA,8
DOMURACKI,8
DOMŻALICKI,8
DONHÖFFNER,8
DOPADKA,8
DOPPKA,8
DORAN,8
DORING,8
DORNBERG,8
DOROCINKOWSKI,8
DORON,8
DOROŻUK,8
DOSA,8
DOSSMANN,8
DOŚWIADCZYŃSKI,8
DOUMBIA,8
DOVHENKO,8
DOVZHANYTSIA,8
DOVZHUK,8
DOWEJNIS,8
DOWGALSKI,8
DOWGIEŁOWICZ,8
DOWGWIŁŁOWICZ-NOWICKI,8
DOWHALUK,8
DÖRR,8
DRABNER,8
DRABSIAK,8
DRAGO,8
DRAHEL,8
DRAHUSZCZAK,8
DRAI,8
DRAKE,8
DRALEWSKI,8
DRANG,8
DRAPACKI,8
DRAPKOWSKI,8
DRASEK,8
DRAZDOUSKI,8
DRAŻAN,8
DRAŻYŃSKI,8
DRĄCZAK,8
DRĄGIELSKI,8
DRÄGER,8
DREARSKI,8
DREJGIER,8
DREMLUK,8
DRESLEWSKI,8
DREWALSKI,8
DREWŁO,8
DREWNIAKOWSKI,8
DRIUK,8
DRMLA,8
DROBENKA,8
DROBIG,8
DROBNIONKA,8
DROBOCKI,8
DROBYNA,8
DROBYSHEV,8
DROCZAK,8
DROFA,8
DRONSZCZ,8
DRONYK,8
DROZD-DROZDOWSKI,8
DROZDZIK,8
DROŻDOWSKI,8
DROŻDZYK,8
DRUCKER,8
DRUE,8
DRUGOW,8
DRUMMOND,8
DRUTKOWSKI,8
DRUZDA,8
DRUZICKI,8
DRUŻCZ,8
DRYBULSKI,8
DRYGAŃCZUK,8
DRYGIEL VEL DRYGLAK,8
DRYHINICZ,8
DRYPCZAK,8
DRYZDOWSKI,8
DRYZELENKO,8
DRZEMNICKI,8
DRZEWINSKI,8
DRZYMALIK,8
DUBACZEWSKI,8
DUBAY,8
DUBELSKI,8
DUBIAHA,8
DUBIAHO,8
DUBICZEŃKO,8
DUBIEŃCZUK,8
DUBITSKI,8
DUBKOV,8
DUBOVYTSKYI,8
DUCHAK,8
DUCHÓW,8
DUĆKA,8
DUDECKI,8
DUDECZKA,8
DUDELEWICZ,8
DUDKEVYCH,8
DUDNIKOV,8
DUDURYCZ,8
DUDYNETS,8
DUFF,8
DUHAŃ,8
DUHIN,8
DUKI,8
DUKIĆ,8
DUKLIŃSKI,8
DUKOV,8
DULAL,8
DULLIN,8
DULYSH,8
DUMAŁO,8
DUMINICĂ,8
DUMITRAȘ,8
DUMITRIU,8
DUNAJEW,8
DUNAKOWSKI,8
DUNDUK,8
DUNKAN,8
DUNUS,8
DUÖNG,8
DURBAKIEWICZ,8
DURMANOV,8
DUROV,8
DURYDIWKA,8
DUSHKA,8
DUSIŃSKI VEL DUSZYŃSKI,8
DUSKE,8
DUSZEŃCZUK,8
DUSZKOWSKI,8
DUSZUK,8
DUTOV,8
DUTS,8
DUZHENKO,8
DUZHYK,8
DUŻAŁKA,8
DVALI,8
DWIVEDI,8
DWYER,8
DYBISŁAWSKI,8
DYBNICKI,8
DYBUŚĆ,8
DYCHOWICZ,8
DYCHTA,8
DYDKOWSKI,8
DYGOŚ,8
DYIAK,8
DYKOF,8
DYKRZEWSKI,8
DYKTOROWSKI,8
DYLENDA,8
DYLL,8
DYMAR,8
DYMIEC,8
DYMINSKYI,8
DYNDYN,8
DYRDAŁA,8
DYRTKOWSKI,8
DYRWAL,8
DYSHLOVYI,8
DYSPOLSKI,8
DYWOJNA,8
DYZMAN,8
DZENDROWSKI,8
DZENDZELIUK,8
DZHANARALIEV,8
DZHULA,8
DZHULYNSKYI,8
DZHYDZHORA,8
DZIADUSZCZYK,8
DZIADUSZYCKI,8
DZIADZIOŁO,8
DZIADŹKA,8
DZIAGAN,8
DZIAMIDAU,8
DZIAMKA,8
DZIASZEK,8
DZIAWA,8
DZIAWOLIK,8
DZIĄBÓR,8
DZIĄDZIAKOWSKI,8
DZIĄK,8
DZICHEL,8
DZIDECKI,8
DZIECHCIARONEK,8
DZIECIUKIEWICZ,8
DZIEGIEDŹ,8
DZIEJKA,8
DZIELAK,8
DZIEMBULAK,8
DZIEMIDZIONEK,8
DZIENGEL,8
DZIENIAN,8
DZIENIEWSKI,8
DZIEPUTA,8
DZIERGAWICA,8
DZIERYBKO,8
DZIESZYŃSKI,8
DZIEWAŁTOWICZ,8
DZIEWIACIN,8
DZIEWIATNIKOW,8
DZIĘBAŁA,8
DZIKEVICH,8
DZIMIDA,8
DZIOKANOWSKI,8
DZIONDZIAK,8
DZIÓBKA,8
DZIŚ,8
DZIUBANIUK,8
DZIUBASZEWSKI,8
DZIUBCHUK,8
DZIUBIELSKI,8
DZIUBINSKYI,8
DZIUŃKO,8
DZIURBASZ,8
DZIURNIKOWSKI,8
DZIWIRZ,8
DZMITRY,8
DZOBIŃSKI,8
DZUMLA,8
DZVINNYK,8
DZWIGAJ,8
DZWIGOŁ,8
DZYGA,8
DZYHAR,8
DŹWIK,8
DŻEGNIUK,8
DŻUŁYK,8
DŻYDŻORA,8
DŻYGÓRA,8
ĐINH,8
EBBIG,8
ECKMANN,8
EDELMŰLLER,8
EDELMÜLLER,8
EFENBERGER,8
EFFLER,8
EGEL,8
EGZMOND,8
EIDINGER,8
EIRICH,8
EISENMANN,8
EISMART,8
EIZENBERG,8
EJNOCHOWSKI,8
EJSZRYCH,8
EJZERT,8
EJZYK,8
EKBERG,8
EKSZTEJN,8
ELBAKIDZE,8
ELBICKI,8
ELEKTOROWICZ,8
ELIAVA,8
ELKORDY,8
ELLWARTH,8
ELRYCH,8
ELŻLAKOWSKI,8
EMBROS,8
EMIL,8
EMILIT,8
EMRE,8
EMSKI,8
ENDEN,8
ENDERT,8
ENDRASZKO,8
ENKHBAYAR,8
ERENKFEIT,8
ERMOLAEV,8
ERNI,8
ERNOSTOWICZ,8
ERYŃSKI,8
ESHEL,8
ESSLINGER,8
ETMAJER,8
EUSTRAT,8
ȘEVCIUC,8
EWENDT,8
EYTNER,8
EZEH,8
EZNARSKI,8
FABBRO,8
FABIERKIEWICZ,8
FABIJA,8
FABRE,8
FABRYC,8
FADDA,8
FAFLAK,8
FAJCHO,8
FAJEŃSKI,8
FAJERTAG,8
FAJTER,8
FAKHRI,8
FALANDES,8
FALENTY,8
FALFER,8
FALLASCHEK,8
FALLEŃCZYK,8
FANCZALSKI,8
FANDA,8
FANDIEIEV,8
FANELLI,8
FANERT,8
FANSELAU,8
FANTA,8
FARAJOV,8
FARALICH,8
FARCZAK,8
FARNHOLTZ,8
FARTUKH,8
FARYNOWICZ,8
FASTRIOK,8
FATKULIN,8
FAVERO,8
FAWCETT,8
FAYE,8
FAYED,8
FAZEL,8
FAZLEJEW,8
FECHSE,8
FECIASZKO,8
FECIO,8
FECKI,8
FEDASENKA,8
FEDCZYN,8
FEDERICO,8
FEDIAI,8
FEDIANIN,8
FEDOSIEWICZ,8
FEDOSZ,8
FEDRYCH,8
FEHÉR,8
FEICHT,8
FEICHTINGER,8
FEJCZARUK,8
FEJDAK,8
FEJDYSZ,8
FEJRAL,8
FELDON,8
FELENKO,8
FELICJANCZYK,8
FELIKSIOWSKI,8
FELIKSZEWSKI,8
FELKIER,8
FELSZTYGIER,8
FELYK,8
FEN,8
FENDAK,8
FENYN,8
FERCIAK,8
FERDUS,8
FERDYNANDZKI,8
FERENCOWICZ,8
FERENSTEIN,8
FERKAU,8
FERNHOLZ,8
FERNUFKA,8
FERSZTOROWSKI,8
FERTAKOWSKI,8
FESTA,8
FETSENETS,8
FETSYK,8
FIADOSAU,8
FIADZIUK,8
FICULAK,8
FIDORÓW,8
FIEDCZUK,8
FIEDIUK,8
FIELD,8
FIERASIEWICZ,8
FIERFAS,8
FIERUT,8
FIJAŁO,8
FIJAR,8
FIJKOWSKI,8
FIKARA,8
FIKÓW,8
FIKSALSKI,8
FILANIUK,8
FILANOVICH,8
FILASIEWICZ,8
FILEVSKYI,8
FILIACZ,8
FILINIUK,8
FILIPAJTIS,8
FILISZEWSKI,8
FILLER,8
FILOWSKI,8
FILZEK,8
FIŁACIUK VEL FIŁACIŃSKI,8
FINA,8
FINDA,8
FINKELSZTEJN,8
FINKOWICZ,8
FIODRÓW,8
FIRAŃCZUK,8
FIRKIEWICZ,8
FIRLAJCZYK,8
FIRSZKE,8
FISCHGRUND,8
FISKIES,8
FISTKOWSKI,8
FISZBAIN,8
FISZEBRANDT,8
FITIAK,8
FITKOVSKYI,8
FITZET,8
FIZER,8
FJAŁKOWSKI,8
FLADRZYŃSKI,8
FLAGO,8
FLANKOWSKI,8
FLARSKI,8
FLASZMAN,8
FLATT,8
FLEISZAR,8
FLIGEL,8
FLOREAN,8
FOERSTERA,8
FOJTOWSKI,8
FOLERSKI,8
FOLLMANN,8
FOLWARK,8
FOMKIN,8
FORAŃSKI,8
FORDAS,8
FOREMNIAKOWSKI,8
FORMANIEWICZ,8
FORT,8
FORTUN,8
FORYTTA,8
FOSTRIAK,8
FOSZCZEJ,8
FOSZT,8
FOWIE,8
FOY,8
FOYER,8
FÓRMANKIEWICZ,8
FRAGSTAJN,8
FRAIND,8
FRANCESCHINI,8
FRANCIOK,8
FRANCZKOWSKI,8
FRANELI,8
FRANKEN,8
FRANKFURT,8
FRANKOVSKYI,8
FRANTSISHKOV,8
FRASYNIUK,8
FRAY,8
FRĄCEWICZ,8
FRĄCZYKOWSKI,8
FREGIEL,8
FREIHEIT,8
FREJNAGIEL,8
FRENCZAK,8
FRESONKE,8
FREUNDLICH,8
FRICA,8
FRICHEL,8
FRIDEHL,8
FRIDEL,8
FRIEDERICH,8
FRIEDLEIN,8
FRIEMANN,8
FRIMARK,8
FRIMUS,8
FRIS,8
FRISZTIG,8
FRITZSCHE,8
FROHMUT,8
FROHS,8
FROMMBERG,8
FRONIMOPULOS,8
FROZYNA,8
FRÓKOWSKI,8
FRUDZIŃSKI,8
FRYCH,8
FRYCZKE,8
FRYDLAND,8
FRYDT,8
FRYMORGEN,8
FRYŚKIEWICZ,8
FUDŻAK,8
FUGLIŃSKI,8
FUHOL,8
FUJCZAK,8
FUJNICKI,8
FULMAN,8
FUNKEN,8
FURGATZ,8
FURIER,8
FURKO,8
FURLET,8
FURMANETS,8
FURSEVICH,8
FURZA,8
FUTERHENDLER,8
FYLA,8
GABAIDZE,8
GABELSKI,8
GABERLE,8
GABIK,8
GABRIAŁOWICZ,8
GABRYELÓW,8
GABRYOŁEK,8
GACMAGA,8
GADAU,8
GADON,8
GADZIACKI,8
GAGAUZ,8
GAGJEW,8
GAITKOWSKI,8
GAJCZ,8
GAJDECZKO,8
GAJJAR,8
GAJL,8
GAKHOKIDZE,8
GALAREK,8
GALASSO,8
GALATOWICZ,8
GALCHUK,8
GALENIEWSKI,8
GALIDEROWICZ,8
GALIMURKA,8
GALISTL,8
GALKIEWICZ,8
GALKO,8
GALMACH,8
GALMAN,8
GAŁADYN,8
GAŁADYNA,8
GAŁANGOWSKI,8
GAŁAŃ,8
GAŁDUSZYŃSKI,8
GAŁONZKA,8
GAŁUDZIŃSKI,8
GAMOTA,8
GAMSZEJ,8
GANBAT,8
GANCKE,8
GANCZARYK,8
GANDLIK,8
GANGWANI,8
GANOR,8
GAPKE,8
GAPONOV,8
GARALOWSKI,8
GARASIEWICZ,8
GARASON,8
GARBIARZ,8
GARBUDZIAK,8
GARCEK,8
GARDI,8
GARDIANCZYK,8
GARDJASZ,8
GARDYAŃCZYK,8
GARDYSZ,8
GAREIS,8
GARGUŁA,8
GARKUN,8
GARKUS,8
GARMIDER,8
GARNCZARCZYK,8
GARNICZ-GARNICKI,8
GARNUSZ,8
GARNYK,8
GAROFALO,8
GARSZCZYŃSKI,8
GARWECKI,8
GASCHKA,8
GASCHTA,8
GASDA,8
GASIANIEC,8
GASKOŃ,8
GASPAREC,8
GASSE,8
GASSOWSKI,8
GATCZENIA,8
GATKOWICZ,8
GATTI,8
GAUDEA,8
GAVRYLETS,8
GAWANDE,8
GAWDZIAKOWSKI,8
GAWENDKA,8
GAWERDA,8
GAWID,8
GAWLAK-MIKUDA,8
GAWRIJAŁEK,8
GAWRZIAŁ,8
GAZEL,8
GAŹDZIÓŁ,8
GĄCELEWSKI,8
GĄDER,8
GĄGÓŁ,8
GĄSIENICA-CIAPTAK,8
GĄSIUR,8
GDULIŃSKI,8
GEBER,8
GEBHARD,8
GEDERT,8
GEHR,8
GEIKO,8
GEJAK,8
GELADZE,8
GELB,8
GELETKA,8
GELLETA,8
GEŁCZEWSKI,8
GEMBIC,8
GEMBIEC,8
GEMRZYCKI,8
GENOVESE,8
GENOW,8
GENSIORSKI,8
GEOLASIŃSKI,8
GERASIMUK,8
GERCHART,8
GERGEDAVA,8
GERGOLA,8
GERGOWICH,8
GERINGER,8
GERKO,8
GERLACZEK,8
GERLEE,8
GERLÉE,8
GERLIŃSKI,8
GERMAIN,8
GERSTENDORF,8
GERSTENSTEIN,8
GERSTMANN,8
GERSZON,8
GERUŁA,8
GERYMSKI,8
GESTEWICZ,8
GESZEJTER,8
GESZKIEWICZ,8
GEŚCIAK,8
GHANDOUR,8
GHULAM,8
GICEL,8
GIECZ,8
GIEDWIDZ,8
GIEDYCH,8
GIEJSZTOR,8
GIELARSKI,8
GIELD,8
GIELE,8
GIELEN,8
GIELGIER,8
GIEMBSKI,8
GIENDEK,8
GIENIK,8
GIERADKA,8
GIERAŁDOWSKI,8
GIERBICH,8
GIERDOSZ,8
GIEROJEWSKI,8
GIERUŁA,8
GIERYLUK,8
GIESDER,8
GIESEN,8
GIESZCZYKIEWICZ,8
GIĘDŁEK,8
GIĘDOSZ,8
GIL AMADOR,8
GILASZEWICZ,8
GINAP,8
GINCELIS,8
GINDOROWICZ,8
GINDRYCH,8
GINSBURG,8
GINZEL,8
GIOIA,8
GIOVANOLI,8
GIRARDI,8
GIRDZIUSZ,8
GIRGEL,8
GIRJATOWICZ,8
GIRSKI,8
GIRYCKI,8
GIRYCZUK,8
GIRYŃ,8
GISZKO,8
GITTLER,8
GIVON,8
GIŻELSKI,8
GLABIŚ,8
GLADCHUK,8
GLADYSHEV,8
GLASBERG,8
GLASS-BRUDZIŃSKI,8
GLAZEWSKI,8
GLAZOR,8
GLEESON,8
GLEIZER,8
GLINECKI,8
GLOVER,8
GLOWIENKO,8
GLUG,8
GLUPS,8
GŁADIKOWSKI,8
GŁADUNIUK,8
GŁADYSZOWSKI,8
GŁADZIUK,8
GŁAMOWSKI,8
GŁAS,8
GŁASZCZYK,8
GŁOC,8
GŁODAWA,8
GŁOGOLSKI,8
GŁOSKI,8
GŁOŚ,8
GŁOWIEŃSKI,8
GŁOŻEK,8
GŁUBOWICZ,8
GŁUCHOW,8
GŁUSZANOWSKI,8
GŁUSZENIA,8
GŁUSZOKAS,8
GŁUŻYCKI,8
GMYTRYK,8
GNATKOWICZ,8
GNAWALI,8
GNIEZIŃSKI,8
GNILICA,8
GNIZDA,8
GNUTEK-WILCZYŃSKI,8
GNYPOWICZ,8
GOCELL,8
GOCNER,8
GODŁÓW,8
GODONCZUK,8
GODRAS,8
GODYK,8
GODZIEMBA-DĄMBSKI,8
GODZIEMBSKI,8
GODZINIEC,8
GODŹWA,8
GOGADZE,8
GOGAVA,8
GOGINASHVILI,8
GOGINAVA,8
GOHLKE,8
GOI,8
GOJSZEWSKI,8
GOLAKIEWICZ,8
GOLAŃCZYK,8
GOLDSMITH,8
GOLDSZMYT,8
GOLEŃCZAK,8
GOLETS,8
GOLIBRODA,8
GOLJAŃSKI,8
GOLOMBOWSKI,8
GOLOVACH,8
GOLOVATIUK,8
GOLUBENKO,8
GOLUSDA,8
GOŁAWIECKI,8
GOŁDANOWSKI,8
GOŁEMBIESKI,8
GOŁEMBNIK,8
GOŁESZNY,8
GOŁOWCZYŃSKI,8
GOŁÓWKA,8
GOMENIUK,8
GOMSE,8
GOMULUCH,8
GOMUŁCZYŃSKI,8
GONCIK,8
GONSCZ,8
GONSZEWSKI,8
GOOD,8
GOP,8
GORDEI,8
GORDENIAK,8
GORDII,8
GORDIICHUK,8
GORDZICZ,8
GORECZKO,8
GORELIK,8
GORETSKYI,8
GORKOWIENKO,8
GORŁOW,8
GORSZKOW,8
GORTADT,8
GORTAL,8
GORZALIŃSKI,8
GORZELNIOWSKI,8
GOSINIECKI,8
GOSOWSKI,8
GOSPODAREWICZ,8
GOSZTOWT,8
GOŚCIEK,8
GOŚCIEMSKI,8
GOŚKO,8
GOTFRID,8
GOUGH,8
GOYER,8
GOZIMIRSKI,8
GOŹDZIELSKI,8
GOŹMIRSKI,8
GOŻDZIK,8
GÓL,8
GÓLKA,8
GÓRAN,8
GÓRDAK,8
GÓRNIŚ,8
GÓZDŹ,8
GÓZIK,8
GRABLUK,8
GRACLA,8
GRACYAS,8
GRADWICKI,8
GRAGOWSKI,8
GRAICER,8
GRAJEWSKI-GĄGŁA,8
GRAMATNIKOWSKI,8
GRAMENTZ,8
GRAMOSZEK,8
GRAMZIŃSKI,8
GRANIETZNY,8
GRANŻAN,8
GRASKO,8
GRAUPEN,8
GRAUSBERG,8
GRAUWINKEL,8
GRAZDAJ,8
GRĄDCKI,8
GRĄDMAN,8
GRĄDZIUK,8
GRĄZIK,8
GRDZELISHVILI,8
GREBL,8
GRECAK,8
GREENWOOD,8
GREGLEWSKI,8
GREHL,8
GREISER,8
GRELO,8
GRENDOWSKI,8
GRENICH,8
GRESSEL,8
GRĘPLOWSKI,8
GRIB,8
GRICER,8
GRIGIANIEC,8
GRIGORAŞ,8
GRIGORIEV,8
GRIL,8
GRINBERGER,8
GRINERT,8
GRINIENKO,8
GRINSPUN,8
GRIŃ,8
GRISE,8
GRISZIN,8
GROBELCZYK,8
GROBLER,8
GROCHACKI,8
GROCHOLIŃSKI,8
GRODOWICZ,8
GROJEWSKI,8
GROMADZKIEWICZ,8
GROMUNT,8
GRONDWALD,8
GRONIEC,8
GRONIEWICZ,8
GROSSU,8
GROSZAN,8
GROTUS,8
GROVES,8
GROWIŃSKI,8
GROZDANOVIĆ,8
GRÖHLICH,8
GRUCZELSKI,8
GRUDEL,8
GRUDZEWSKI,8
GRUMBLINIAK,8
GRUNDA,8
GRUNDYS,8
GRUŻDŹ,8
GRŰNER,8
GRŰTZMACHER,8
GRYCZEK,8
GRYDZIUK,8
GRYGOR,8
GRYGUCIS,8
GRYNHOFF,8
GRYNOV,8
GRYNTKIEWICZ,8
GRYSZCZENIA,8
GRYZAKOWSKI,8
GRYZIUKOWSKI,8
GRZEGORZYŃSKI,8
GRZEGRZAK,8
GRZEŻUŁKA,8
GRZIMEK,8
GRZIWA,8
GRZYCHACKI,8
GRZYLEWSKI,8
GRZYMAŁA-LUBAŃSKI,8
GRZYMAŁŁA,8
GRZYNIEWSKI,8
GRZYSZEK,8
GRZYWO-DĄBROWSKI,8
GUBERNIAK,8
GUCAJMA,8
GUCWIŃSKI,8
GUDŹ,8
GUESMI,8
GUIDETTI,8
GUIDI,8
GUILLON,8
GUIT,8
GUKALIN,8
GULBITOWICZ,8
GULII,8
GUMBAREWICZ,8
GUMENIUC,8
GUMOLUCH,8
GUMÓŁA,8
GUMPER,8
GUMPLOWICZ,8
GUNAVA,8
GUNDEK,8
GUNDELACH,8
GUNDERMANN,8
GUNN,8
GUNZER,8
GUOBURZAS,8
GURALUK,8
GURBIERS,8
GURBIŚ,8
GURETZKI,8
GURJANOW,8
GURKAŁO,8
GURNICZ,8
GUROWIETZ,8
GURTAJ,8
GUSAKOV,8
GUSARYK,8
GUSEINOVI,8
GUSTOŚ,8
GUSZCZ,8
GUSZCZANOWSKI,8
GUTAK,8
GUTALEWICZ,8
GUTFERSKI,8
GUTNYK,8
GUTOROW,8
GUTS,8
GUTTETER,8
GUTTMEYER,8
GUTT-MOSTOWY,8
GUTWAL,8
GUZIA,8
GUZIAKIEWICZ,8
GŰLERYŰZ,8
GÜNAYDIN,8
GÜNCEL,8
GÜRKAN,8
GWARNICKI,8
GYAWALI,8
GZIRISHVILI,8
HABCHAK,8
HABETIN,8
HABLAK,8
HABLÜTZEL,8
HABRAŃSKI,8
HABRUK,8
HADASCHIK,8
HADDUR,8
HADID,8
HADROŃ,8
HAEHNEL,8
HAFKA,8
HAHS,8
HAICH,8
HAIDT,8
HAIDUCHOK,8
HAIKA,8
HAILU,8
HAINA,8
HAIŃSKI,8
HAISCH,8
HAJDEN,8
HAJDUSIEWICZ,8
HAJDYSEK,8
HAJDZIUK,8
HAJGELMAN,8
HAJGENBART,8
HAJI,8
HAJIZADA,8
HAJK,8
HAJRI,8
HAJSE,8
HAKAWCZYN,8
HAKEN,8
HALABARDA,8
HALAMAHA,8
HALEVY,8
HALFAF,8
HALIAN,8
HALICA,8
HALIULKO,8
HALLAK,8
HALLIOPA,8
HALMAŃSKI,8
HALÓW,8
HALUSZKA,8
HAŁOCHA,8
HAŁUSZKIEWICZ,8
HAMDANE,8
HAMDARD,8
HAMELSKI,8
HAMERNIA,8
HAMRYGA,8
HAMZAYEV,8
HANCKO,8
HANCZAROW,8
HANCZAROWSKI,8
HANEFELD,8
HANERT,8
HANI,8
HANIOSZYN,8
HANKOWICZ,8
HANTSEV,8
HANTSIUK,8
HANUSZKO,8
HAPCHENKO,8
HAPCHUK,8
HAPII,8
HAPONENKA,8
HAPUN,8
HARAJEWICZ,8
HARARI,8
HARASIUTA,8
HARASZKOWSKI,8
HARAŚCIUK,8
HARAZMUS,8
HARBUZIAK,8
HARDEN,8
HARDENBICKER,8
HARDYSZ,8
HARENŻA,8
HARFINIEC,8
HARKAJ,8
HARKAŁA,8
HARMATII,8
HARNACK,8
HARNATA,8
HARTE,8
HARTFIEL,8
HARTHOF,8
HARWANKOWSKI,8
HARYCKI,8
HASENKO,8
HASIEJ,8
HASKO,8
HASRATYAN,8
HASSANI,8
HATAŁO,8
HAUC,8
HAUKA,8
HAURYLCHYK,8
HAUSE,8
HAUSOTTER,8
HAUTT,8
HAVEMEISTER,8
HAVOR,8
HAWDEJUK,8
HAWIK,8
HAWKES,8
HAWLING,8
HAWŁASEWICZ,8
HAWRYLEC,8
HAWRYŁCZAK,8
HAWRYŃSKI,8
HAY,8
HAYDAROV,8
HAYER,8
HAŻAK,8
HĄNKAŁA,8
HÄHNEL,8
HEBDAŚ,8
HEBERCZUK,8
HEBL,8
HEBLIŃSKI,8
HEESCH,8
HEHA,8
HEIDEK,8
HEIDUCKI,8
HEIER,8
HEILER,8
HEINICKE,8
HEININGER,8
HEISER,8
HEIZA,8
HEJBUDZKI,8
HEJT,8
HEKEL,8
HELEI,8
HELFEUER,8
HEŁKOWSKI,8
HEMLECKI,8
HENDRAS,8
HENDRZYK-MAJEWSKI,8
HENERALOV,8
HENNEBERG,8
HENZELIN,8
HEŃSKI,8
HEPPER,8
HERASIMCHUK,8
HERCHOLD,8
HERDAN,8
HERDLICZKO,8
HERGEZELE,8
HERLICZKO,8
HERMACKI,8
HERMANSON,8
HERMASCH,8
HERMIERSZ,8
HEROSIMCZYK,8
HERPEL,8
HERR,8
HERSE,8
HERSZKIEWICZ,8
HERSZOWSKI,8
HERTELY,8
HERTRICH-WOLEŃSKI,8
HERZIK,8
HESE,8
HESZEN,8
HETIG,8
HETMANTSEV,8
HETNEROWSKI,8
HEVELKE,8
HEVORHIAN,8
HEWUSZT,8
HEYDER,8
HIACENT,8
HICKEY,8
HIKRYSZ,8
HILKA,8
HILLBRUNER,8
HINDA,8
HINDERER,8
HINKELMAN,8
HINRICHS,8
HIŃCA,8
HIP,8
HIPLER,8
HIPOWSKI,8
HIPPEL,8
HIRENKO,8
HIRO,8
HIRSCHMAYER,8
HIRSKYI,8
HLABETS,8
HLADOWCZAK,8
HLEBDA,8
HLEMBA,8
HLUSHYCH,8
HŁUCHYJ,8
HŁYWKA,8
HMIELOWIEC,8
HMYRIA,8
HNACIUK,8
HNATIAK,8
HNATKIV,8
HNES,8
HNIZDO,8
HNYDIUK,8
HNYŁYCIA,8
HOANG DINH,8
HOBOROWICZ,8
HOCHNOWSKI,8
HOCK,8
HOCKE,8
HODBOD,8
HODERKO,8
HODGSON,8
HODUNOV,8
HOFSOE,8
HOHA,8
HOHAUS,8
HOHENSTEIN,8
HOJDYSZEK,8
HOJER,8
HOJKOWSKI,8
HOLENISZCZY,8
HOLESZOWSKI,8
HOLEŚ,8
HOLICHENKO,8
HOLINATY,8
HOLIPKA,8
HOLOCHER,8
HOLODNIUK,8
HOLOPOROV,8
HOLOVATYY,8
HOLOVEI,8
HOLSZAŃSKI,8
HOLSZTAJN,8
HOLTSEV,8
HOLUBKA,8
HOLUTIAK,8
HOŁDONOWICZ,8
HOŁODEWICZ,8
HOŁUBENNY,8
HOŁUBIŃSKI,8
HOMAROWICZ,8
HOMINSKI,8
HOMMA,8
HOMONICKI,8
HOMONIUK,8
HOMYJ,8
HONCAREWICZ,8
HONCHAK,8
HONCHERA,8
HONIOK,8
HONOR,8
HONOWSKI,8
HONSKYI,8
